genre,question,answer,a,b,c,d
animals,The giant pandas diet is 99% this.,3,bananas,fish,honey,bamboo
animals,"Pandas live in the mountains in the Sichuan, Shaanxi, and Gansu provinces in this country.",2,Mongolia,Thailand,China,Korea
animals,"At birth, pandas weigh about 4 ounces and are the size of a stick of butter. Which of these is NOT true about a newborn panda?",0,They are grey in color.,They nurse up to 14 times a day.,They are hairless.,They are blind.
animals,"Pandas spend 10-16 hours a day eating, the rest of the time they are usually resting. When are pandas most active?",0,at dusk and at dawn,between 10am and 2pm,between 2p and 10pm,only at night
animals,"When a panda is born, it is impossible to tell if it is male or female. How old is the panda before its gender is known?",2,3 months,1 year,4 years,6 months
animals,Which of these is TRUE about pandas?,3,They belong to the raccoon family.,They are poor climbers.,They were unknown to the Western world until the 1600s.,They are carnivores.
animals,How long does a panda usually live in captivity?,2,10 - 15 years,80 - 90 years,20 - 30 years,55 - 65 years
animals,"The panda is the symbol of this conservation organization, formed in 1961.",3,Leave It Wild,The Conservation Society,The African Conservation Foundation,The World Wildlife Fund
animals,How many stomachs does a starfish have?,2,1,0,2,5
animals,In which country is the Gohongaze Starfish considered an edible delicacy?,3,China,Italy,New Zealand,Japan
animals,There are two classes of starfish. Name them.,2,Salt Stars and Fresh Stars,Soft Stars and Hard Stars,Sea Star and Brittle Stars,Common Stars and Rare Stars
animals,Which of these is not a relative of the starfish?,3,Sea Urchin,Sea Cucumber,Sand Dollar,Sea Horse
animals,What is located on the end of every arm of a starfish?,2,Ear,Whisker,Eye,Mouth
animals,Scorpions are active at night in order to avoid which of their predators?,2,Mice,Lizards,All of these,Centipedes
animals,What sense helps kiwis find food in the dark?,1,All of these,Sense of smell,Eyesight,Hearing
animals,"Kakapo is a nocturnal parrot indigenous to New Zealand. Due to its resemblance to this nocturnal animal, it is also called by its name.",3,Raccoon,Cat,Rat,Owl
animals,Mink are mainly active at night and they do not hibernate. Which of these animals is a predator of the American Mink?,0,All of these,Wolf,Owl,Coyote
animals,What animal is the largest nocturnal prosimian on the planet?,2,Gorilla,Mantled Guereza,Aye-aye,Olive Baboon
animals,Catfish are bony fish that are active in the nighttime. How did they get their interesting name?,0,They have barbels that remind of cat whiskers.,They like to rub against objects like cats do.,They have cat eyes.,All of these
animals,Fireflies are known for their ability to produce light of this color.,1,Yellow,All of these,Pale red,Green
animals,The Ocelot is a nocturnal cat that is also called by this name in certain regions.,0,All of these,McKenneys Wildcat,Jaguarete,Painted Leopard
animals,Tapeti is a nocturnal cottontail rabbit that is indigenous to these areas.,0,Central and South America,Australia and Tasmania,South Asia,South Africa and Madagascar
animals,What is the average speed dolphins can reach?,2,25.5 km/hr,14.5 km/hr,16.5 km/hr,38.5 km/hr
animals,How deep can a bottlenose dolphin dive?,0,300 meters,800 meters,1250 meters,700 meters
animals,How many different species of dolphins are there in the world?,2,15,48,32,12
animals,How do dolphins generally sleep if they are in the wild?,3,None of these,like land mammals,They dont sleep at all.,with only one brain hemisphere in slow-wave sleep
animals,Which is the smallest species of dolphin?,0,Maui Dolphin/Hectors Dolphin,The Spinner Dolphin,The Pacific White-Sided Dolphin,The Bottlenose Dolphin
animals,Which of these statements is true about squirrels?,3,Some squirrel species are omnivorous.,Most squirrels are active in the daytime.,They cannot digest cellulose.,All of these
animals,Which of these statements is true about the tongue of the giraffe?,1,The animal uses it as a tool to remove insects from its face.,All of these,It is about 18 inches (45 centimeters) long.,It is tough.
animals,Which of these statements is true about elephants?,2,All of these,Their diet consists of 80% tree leaves.,They are able to digest 40% of their food.,They spend 8-10 hours a day eating.
animals,Which of these statements is true about grasshoppers?,3,They have salivary glands.,Their digestive tract secretes digestive enzymes.,They have two antennae on their heads.,All of these
animals,Which of these foods does the Canada goose include in its diet?,1,Green vegetation,All of these,Grains,Seaweeds
animals,"Which of these statements is true about the digestive system of the Hoatzin, a herbivorous tropical bird?",3,All of these,It has teeth that it uses for mastication.,It has four stomachs.,It breaks down its food through bacterial fermentation.
animals,What is the meaning of the term graminivore?,2,an animal that feeds on fruit,an animal that feeds on seaweed,an animal that feeds on grass,an animal that feeds on tree leaves
animals,What kind of herbivorous animals are the granivores?,2,Animals that feed on buds,All of these,Animals that feed on seeds,Animals that feed on fruit
animals,Which of these statements is true about the diet of Green iguanas?,0,All of these,Young iguanas are known to eat the feces of mature iguanas.,Wild iguanas sometimes eat bird eggs.,They are primarily herbivorous.
animals,Which of these statements is true about the diet of the Sumatran rhinoceros?,0,It feeds mainly in the morning and before dusk.,It consumes about 220 lb (100 kg) of food daily.,All of these,Its diet is rich in protein and poor in fiber.
animals,Which continents does the natural habitat of the jaguar span upon?,3,Europe and Africa,South America and Africa,Africa and Asia,North and South America
animals,Which of the following statements is not true about the reproduction of jaguars?,2,Jaguars gestation period is 93 - 105 days.,Female jaguars reach maturity earlier than males.,Both males and females provide parenting of the cubs.,Jaguars mate throughout the whole year.
animals,How can jaguars be described in terms of social activity?,0,Solitary,Sociable,Group animals,None of these
animals,All but one of the following activities are generally untypical for jaguars. Choose the one most natural to them.,1,Starting to eat their prey from the fleshy abdominal area,Stalking and ambushing their prey,Chasing their prey,Attacking humans
animals,In nature adult jaguars are apex predators in the food chain. What does this mean?,0,They are not preyed on by other predators.,They feed only on other predators.,They do not hunt on other predators.,Besides hunting they also feed on plants.
animals,The jaguar is the national animal of which of the following countries?,0,Brasil,Nicaragua,Peru,Costa Rica
animals,Jaguars closely resemble which other big cats in physical appearance?,3,Tiger,Cheetah,Puma,Leopard
animals,Jaguars appearance seems to vary across regions and habitats. How do forest jaguars differ from the jaguars in open areas?,2,Forest jaguars are generally darker and larger,Forest jaguars are generally and more spotted,Forest jaguars are generally darker and smaller,Forest jaguars are generally larger and lighter in fur color
animals,What continent does the large Griffon Vulture inhabit?,1,Asia,All of these,Europe,Africa
animals,"What common name is used to refer to the scavenging animals, representatives of the order Opiliones?",3,Waterbugs,Sweepers,Bumblebees,Harvestmen
animals,"What is the literal meaning of the word raccoon, which originates from the Algonquin word ahrah-koon-em and denotes a scavenging mammal?",1,One who grasps with their hand just like a human,"One who rubs, scrubs and scratches with its hands",One who eats whatever is in front of them,One who washes their hands and their food before eating
animals,What term is mainly used in literature to refer to a group of crows?,3,A mug,A plunder,A gaggle,A murder
animals,What term refers to the animal that is the result of crossbreeding between a male coyote and a female dog?,2,All of these,Coypup,Coydog,Dogote
animals,What do the beetles from the genus Nicrophorus do after finding a carcass?,1,They remain right next to it and protect it violently.,They bury it.,They wait for it to decompose.,They tear it into small pieces.
animals,What hyena species is the largest surviving on the planet?,1,Aardwolf,Spotted Hyena,Striped Hyena,Brown Hyena
animals,"What kind of animals are the Yellow jackets, the scavenging and predatory animals belonging to the genera Vespula and Dolichovespula?",1,Flies,Wasps,All of these,Bees
animals,"Lions may be skilled predators, but they would also eat carrion. What animal is the lions preferred food?",3,Rhinoceros,Hippopotamus,Elephant,Wildebeest
animals,"Which of these names is commonly used for the carrion flies, belonging to the family Calliphoridae?",0,All of these,Greenbottle,Blow-flies,Cluster flies
animals,The diet of most parrots consists of this type of food.,2,Buds,Fruit,All of these,Seeds
animals,Which of these statements is true about the parrots breeding habits?,3,None of these,Parrots are polygamous.,Parrots are polyandrous.,Parrots are monogamous.
animals,What is the color of the eggs of all parrot species?,0,White,Green,Multicolored,Blue
animals,Parrots are considered the most intelligent birds on the planet along with these birds.,1,Ravens,All of these,Jays,Crows
animals,These parrots are believed to be the best at imitating sounds and human speech.,3,Lory,Amazon Parrot,Cockatoo,African Grey Parrot
animals,Larger parrot species have longer life spans than smaller ones. What is the average life span of a large parrot?,0,Up to 80 years,20-25 years,Up to 50 years,14-15 years
animals,What is the predominant color in Amazon Parrots plumage?,2,Yellow,White,Green,Blue
animals,The heaviest parrot species on the planet is the Kakapo. What is the average weight that a normal mature Kakapo can reach?,1,1.5 to 2 kg,2 to 4 kg,2.5 to 3 kg,2 to 2.5 kg
animals,Which of these makes Cockatoos different from other parrot species?,1,They have a gall bladder.,All of these,They are not so colorful as other parrots.,They have a headcrest.
animals,This cat breed has a wild markings and is a crossbreed between an Asian Leopard Cat and a domestic cat.,0,Bengal,Ocicat,Savannah,California Spangled Cat
animals,"This old breed of cat has long fur. It originated in the Middle East, and some of its representatives have a flat face.",3,Siamese,Chinchilla,Himalayan,Persian
animals,This hairless cat has a dog-like face and folded ears.,3,Sphynx,Donskoy,Peterbald,Ukrainian Levkoy
animals,This large cat was is the result of crossbreeding between a domestic cat and a Jungle Cat.,0,All of these,Jungle Curl,Chausie,Mountain Cougar
animals,This cat breed originated in Russia and has a short fluffy tail.,0,Kurilian Bobtail,Siberian,Russian Blue,Manx
animals,This cat breed is believed to have developed naturally in China. It has short golden brown fur with the so-called broken striped pattern and a large strong body.,0,Dragon Li,Oriental Bicolour,Korat,Cymric
animals,"What cat breed, also called the Greyhound of the cats, has no hair except for down?",2,Don Sphynx,Oriental Bicolour,Cornish Rex,Sokoke
animals,"What cat breed has very thick short fur, large round eyes, round head and chubby cheeks?",1,Colorpoint Shorthair,British Shorthair,Selkirk Rex,European Shorthair
animals,"This breed of cat has a round head, large round eyes and very small ears bended forward and downward.",1,American Curl,Scottish Fold,Toyger,Ussuri
animals,This old large cat breed occurred naturally in Europe. It has waterproof thick fluffy fur and can survive very cold weather.,0,Norwegian Forest Cat,Persian,Squitten,Ragamuffin
animals,What is the name of the communities formed by rabbits living together?,3,Herds,Schools,Flocks,Warrens
animals,Which of these statements is true about the difference between rabbits and hares?,1,Hares live above the ground.,All of these,"Unlike rabbits, hares are born with hair and are able to see.",Hares have longer ears than rabbits.
animals,Which of these statements is true about the digestive tract of rabbits?,1,"Their cecum, together with the large intestine, comprises about 25-30% of rabbits digestive tract.",They are hindgut digesters.,All of these,Their cecum is about 5 times bigger than their stomach.
animals,"What is the common name of cecotropes, products of the cecum which rabbits reingest to get nutrients?",3,Rabbit pellets,False feces,All of these,Night feces
animals,Which of these types of food do rabbits prefer to include  in their daily diet?,3,Grass,Leafy weeds,Forbs (such as sunflowers),All of these
animals,Which of these statements is true about the behavior of rabbits?,3,They are very easily startled.,They run and hide immediately when they feel threatened.,They are always alert.,All of these
animals,What is the name used for young rabbits?,0,Kittens,Fluffles,Puppies,Conies
animals,What are rabbits associated with in Aztec mythology?,2,Drunkenness,Parties,All of these,Fertility
animals,What is the place of rabbits in Japanese tradition and mythology?,1,They are despised as being too timid.,They are believed to inhabit the Moon.,They are considered omnipotent.,Rabbits are not a part of Japanese mythology.
animals,Scorpions are not found naturally in this geographical area.,2,Australia,Europe,New Zealand,All of these
animals,"What name is used to refer to the scorpion species also known as Omdurman scorpion, and Israeli desert scorpion?",2,Bonebreaker,Windchaser,Deathstalker,Nightkiller
animals,Scorpions are known to glow when exposed to this type of light.,3,All of these,Infrared light,Laser light,Blacklight
animals,"What distinctive anatomical characteristic do the scorpions from the Hemiscorpiidae family possess, which makes them easily recognizable?",2,They have only four legs.,Their sting is intense red,Their body is flat and broad.,All of these
animals,Where does the female scorpion raise its young?,0,On her back,In the roots of plants,Under her abdomen,In burrows in the ground
animals,Which of these statements is wrong about the reproduction of scorpions?,1,Most scorpions reproduce through parthenogenesis.,All of these,Most scorpion species are hermaphrodites.,Most scorpions reproduce asexually.
animals,What does the diet of scorpions usually consist of?,0,Insects,All of these,Worms and maggots,Plant matter
animals,What type of behavior is characteristic of scorpion species?,0,Photophobic behavior,Hydrophobic behavior,All of these,Phonophobic behavior
animals,Scorpion venom is regarded as a potential source of chemicals that can be used in the treatment of this disease.,3,Autoimmune disorders,Cancer,Multiple sclerosis,All of these
animals,"What common name is used to refer to the insects from the subfamily Triatominae, mainly found in the Americas?",0,Kissing bugs,Lollipop bugs,Microphone bugs,Pretty bugs
animals,What is the largest extant butterfly species on the planet?,2,Rajah Brookes Birdwing,Goliath Birdwing,Queen Alexandras Birdwing,Cairns Birdwing
animals,Why were the insects known as snakeflies given this interesting name?,2,They hiss.,They have a venomous bite.,Their body is elongated.,They have snake skin color patterns on their back.
animals,What distinctive anatomical feature does the beetle species Trogodendron fasciculatum possess?,0,Bright yellow antennae,A green W mark on the back,Very large red eyes,Its abdomen is blue
animals,"What does the flamboyant flower beetle, also known as striped love beetle, feed on?",1,Insects,Nectar,Blood,Carrion
animals,"What belief about the European hornet, the largest European eusocial wasp, is widespread among the people who are afraid of it?",2,"If it stings you, youll never have children.","If it stings you on the arm or leg, that limb has to be amputated.","Three stings can kill an adult human, and seven can kill a horse.",Stinging results in deep sleep that you may never wake up from.
animals,"To what geographical area is the Ctenomorphodes chronus, a species of stick insect, endemic?",3,All of these,Madagascar,South America,Australia
animals,What kind of substance does the female redeye cicada prefer for laying eggs into?,2,Dead animal matter,Animal and human hair,Plant tissue,Living animal organisms
animals,What part of their body do the insects from order Archaeognatha use to spring up into the air?,3,Antennae,Front legs,Hind legs,Tail
animals,"What is the literal translation of the Greek word Embioptera, which denotes an order of insects, also known as webspinners?",3,Small wings,None of these,Yarn knitter,Lively wings
geography,What is the capital of Afghanistan?,1,Tirana,Kabul,Dushanbe,Tashkent
geography,What is the capital of Australia?,0,Canberra,Sydney,Melbourne,Ottawa
geography,What is the capital of Belgium?,2,Amsterdam,Luxemburg,Brussels,Stockholm
geography,What is the capital of Greece?,1,Ankara,Athens,Sofia,Thessaloniki
geography,What is the capital of Italy?,1,Venice,Rome,Naples,Milan
geography,What is the capital of Israel?,2,Tel Aviv,Kabul,Jerusalem,Islamabad
geography,What is the capital of Germany?,1,Frankfurt,Berlin,Munich,Hamburg
geography,What is the capital of Norway?,2,Stockholm,Helsinki,Oslo,Copenhagen
geography,"What is the capital and largest city of Hawaii, the 50th US state?",3,Little Rock,Dover,Frankfort,Honolulu
geography,"Name the line, which is the same distance from the North Pole and South Pole and runs horizontally around the world.",1,Tropic of Capricorn,Equator,Tropic of Cancer,Prime Meridian
geography,"What term refers to the horizontal line, 23.5 degrees S, which passes through South America, Africa, and Australia?",2,Tropic of Cancer,Prime Meridian,Tropic of Capricorn,Equator
geography,Which continents are entirely in the Southern Hemisphere?,1,"South America, Africa, and Australia",Australia and Antarctica,"South America, Australia and Antarctica",South America and Australia
geography,"Which continents (landmasses, not peripheral islands) are entirely in the Northern Hemisphere?",3,North America and Europe,"Europe, Africa and Asia","North America, Africa, and Asia","North America, Europe, and Asia"
geography,Which continents are entirely in the Western Hemisphere?,3,"North America, Europe, and Asia","Europe, Asia, Africa, Australia",Australia and Antarctica,North America and South America
geography,Which feature on a map helps determine direction?,2,a key,a legend,a compass rose,a scale
geography,Which of these is not a type of map projection?,1,Robinson,Crusoe,Mercator,Interrupted
geography,Which of these continents is largest (by territory)?,2,South America,Antarctica,North America,Europe
geography,Which of these countries is smallest (by territory)?,2,Seychelles,Liechtenstein,San Marino,Marshall Islands
geography,Which of these US cities is largest (by population)?,0,Houston,Phoenix,Philadelphia,San Antonio
geography,Which of these mountains is highest?,1,Puncak Jaya,Mount McKinley,Mount Elbrus,Mount Kilimanjaro
geography,Which of these lakes is deepest?,2,Caspian Sea,Malawi or Nyasa,Tanganyika,Issyk-Kul
geography,Which of these rivers is longest?,1,Lena,Huang,Amur,Ob-Irtysh
geography,Which of these seas is largest?,2,Bering,Arabian Sea,Mediterranean,Gulf of Mexico
geography,Which of these deserts is largest?,1,Chihuahuan,Syrian,Thar,Great Sandy
geography,Which of these inhabited places is wettest?,0,Moulein,Sylhet,Baguio,Lae
geography,Which of these oceans has the greatest depth?,0,Pacific Ocean,Indian Ocean,Atlantic Ocean,Arctic Ocean
geography,"The rivers - the Tajo, the Ebro, the Duero, and the Guadiana, are located in this country.",2,Columbia,Portugal,Spain,Brazil
geography,"The volcanoes - Akan, Aso, Mount Fuji and Rausu are located in this country.",0,Japan,Malaysia,North Korea,Indonesia
geography,"Onega, Khanka and Chudskoye are three of the many lakes in this country.",3,Kazakhstan,Mongolia,Ukraine,Russia
geography,The valleys of the Yellow River and the Pearl River are two of the seven main national valleys in this country.,1,Burma,China,Thailand,India
geography,"Pico da Bandeira, Pico do Cruzeiro and Pedra da Mina are three of the numerous mountains located in this South American country.",2,Argentina,Chili,Brazil,Peru
geography,Chauvet Cave and Meyrieres Cave are two caves located in this European state.,0,France,Netherlands,Spain,Belgium
geography,Kainji Lake and Lake Chad are considered lakes of this country.,1,Niger,Nigeria,Cameroon,Chad
geography,"Mitchell, Jardine, Staaten, Flinders, Leichhardt, and Nicholson are just few of the rivers in this country.",1,Indonesia,Australia,Papua New Guinea,New Zealand
geography,"Kaskaspakte, Akka and Sielmmacohkka are three mountains in this country.",3,Norway,Finland,Denmark,Sweden
geography,Dasht-e Kavir and Kavir-e Lut are deserts located in this Asian country.,1,India,Iran,Pakistan,Iraq
geography,Which two countries border the Dead Sea?,0,Jordan and Israel,Lebanon and Jordan,Syria and Jordan,Lebanon and Israel
geography,What are the three Benelux countries?,0,"Belgium, Netherlands and Luxembourg","Finland, Sweden and Denmark","The U.S.A., Canada and Mexico","Honduras, Nicaragua and Belize"
geography,What are the Tropic of Cancer and the Tropic of Capricorn?,0,Lines of latitude,Lines of longitude,Parallel to the Greenwhich Meridian,None of these
geography,Which statement about the emu and the kangaroo is not true?,0,Both are indigenous only to Australia.,Both are on the national emblem of Australia.,Both are incapable of flying.,Both are incapable of  walking backwards.
geography,What was the former name of the city of Istanbul ?,0,Constantinople,Persia,Zaire,Siam
geography,Where would you find the shortest river in the world?,3,Wales,Ecuador,Tasmania,Montana
geography,What major geographical feature is located at 23.5 degrees North latitude?,3,The Equator,The Arctic Circle,The Tropic of Capricorn,The Tropic of Cancer
geography,Which would be found at 39 degrees 43 minutes North latitude?,2,The Tropic of Cancer,The Tropic of Capricorn,The majority of the Mason-Dixon Line.,The border between Canada and  Washington State.
geography,Which country held the record for the highest birth rate in the 2005 world statistics?,0,Niger,Uganda,Mali,Vatican City
geography,How many US states border the Gulf of Mexico?,2,4,3,5,10
geography,"Measuring at the Equator, what is the closest approximation of the Earths circumference?",1,"24,900,000 miles","24,900 miles","249,000 miles","2,490,000 miles"
geography,The people of which country watched the most TV per week in 2005?,0,Thailand,The Philippines,The USA,Egypt
geography,How many US states border the Pacific Ocean?,2,11,4,5,3
geography,Which one of these ski resorts is not located in the Alps?,2,Kitzbuhel,Zermatt,Mont-Tremblant,Chamonix-Mont-Blanc
geography,The tallest mountain peak in the US is Mount McKinley. This is the second tallest.,0,Mount Saint Elias,Glacier Peak,Mount Washington,Gannett Peak
geography,Which one of these mountains is not a volcano?,3,Mauna Kea,Mount St. Helens,Mount Vesuvius,Mount Aspiring
geography,"The highest mountain peak on our planet is Mount Everest. It was first climbed by Edmund Hillary and Tenzing Norgay on May 29, 1953. What is the home country of Sir Edmund Hillary?",3,United Kingdom,The United States,France,New Zealand
geography,"Which saltwater lake, bordered on the west by Azerbaijan and Russia, is the largest inland body of water in the world?",3,Tanganyika,Victoria,Baikal,Caspian Sea
geography,"This country, situated in North Europe, has almost 200 000 lakes - more than any other country in the world.",0,Finland,Sweden,The Netherlands,Georgia
geography,"Which body of water, situated in Southern Siberia, is the deepest and oldest freshwater lake on Earth?",3,Onega,Ladoga,Huron,Baikal
geography,"This water body, which is South Americas largest freshwater lake, is the highest commercially navigable lake.",2,Nyasa,Nicaragua,Titicaca,Michigan
geography,This country has more than 60% of worlds lakes due to its special drainage system.,2,Australia,Russia,Canada,The USA
geography,"This freshwater-lake island, with a surface area of 2,766 km², is the biggest on Earth.",2,Islandlake,Ainslie,Manitoulin Island,Isle of Wight
geography,"What Canadian lake is the largest in the world, located on an island?",0,Nettilling Lake,Aral,Winnipeg,Michigan
geography,"This is the lowest lake on Earth, situated at about 400 meters below sea level on the border between Israel and Jordan.",3,Issyk-Kul,Balkhash,Urmia,Dead Sea
geography,Which tiny lake located in Tibet is the highest lake on Earth?,0,Lhagba Pool,Rush Lake,Laguna Lobato,Poquentica Lake
geography,"With a surface area of about 82,000 km², this lake between Ontario and Minnesota is the largest single freshwater lake in the world.",2,Turkana,Michigan,Lake Superior,Onega
geography,"The word volcano comes from the name of the Roman god of fire, Vulcan. Who is the analogue of Vulcan in Greek mythology?",0,Hephaestus,Helios,Hermes,Zeus
geography,"If magma contains more than 65% silica, the lava is called this.",0,felsic or acidic,thick,mafic or basic,dense
geography,Which of the following states of America is an inland one and has an official motto that does not come from Latin?,0,Montana,Virginia,Oklahoma,South Carolina
geography,"Which of the following states has an official motto In God we trust, which is also the official motto of the United States of America?",3,Georgia,Washington,South Dakota,Florida
geography,Three of these US states have an official motto related to liberty. Spot the odd one.,1,Iowa,Oklahoma,New Jersey,New Hampshire
geography,"This famous Latin maxim, which is the official motto of South Carolina, means While I breathe, I hope.",3,Si quaeris peninsulam amoenam circumspice,Nil sine numine,Salus populi suprema lex esto,Dum spiro spero
geography,Three of the following US states have a motto consisting of one single word in English. Which one does not belong to the group?,2,Utah,Texas,West Virginia,Rhode Island
geography,"North to the Future is the official motto of this US state, which is the largest in area.",1,Texas,Alaska,Nevada,Colorado
geography,"Which of the following maxims, meaning The people rule, is the official state motto of Arkansas?",1,Esto perpetua,Regnat populus,Dirigo,Ditat Deus
geography,"This famous exclamation, which has been attributed to ancient scientist Archimedes, is the official state motto of California.",3,Excelsior!,Virtute et armis,Ad astra per aspera,Eureka
geography,The official motto of this state in the Pacific Northwest of the United States comes from Chinook Jargon.,1,Wisconsin,Washington,Pennsylvania,New York
geography,Which of these states has an official motto that doesnt include the word rights in it?,1,Iowa,Indiana,Wyoming,Alabama
geography,"Which volcano, located on Ross Island, Antarctica, is the southernmost active volcano on Earth?",2,Mayon Volcano,Cold Bay Volcano,Mount Erebus,Teide
geography,"This volcano, which is the largest in Europe, is located on the largest island in the Mediterranean Sea.",0,Mount Etna,Hekla,El Misti,Santorini
geography,"Popocatépetl, a volcano whose name means Smoking Mountain, is 70 km away from the capital of which American country?",0,Mexico,Peru,Canada,Argentina
geography,"Mount Vesuvius, that is notorious for the destruction of two Roman cities in the year 79, was linked most closely to which hero and demigod?",3,Asclepius,Apollo,Zeus,Hercules
geography,"What is the biggest extinct volcano in Ecuador, situated in the Andes mountain.",0,Chimborazo,Ojos Del Salado,Llullaillaco,Cotopaxi
geography,"This dormant volcano, which is 66 km northeast of Tehran, is the symbol of Iranian resistance against foreign rule.",2,Mount Hood,Krakatoa,Mount Damavand,Krafla
geography,"This active volcano, whose name means long mountain in Hawaiian, is one of the five peaks that form the Island of Hawaii.",1,Cotopaxi,Mauna Loa,Mount Kea,Hekla
geography,What volcano located on the island of Tenerife represents the highest mountain on Spanish territories?,0,Teide,Stromboli,Santorini,Duvalo
geography,"The name of this volcano, located on the Alaska Peninsula, means new eruption.",2,Newatsa,Mount Rainier,Novarupta,Mount Hood
geography,Which is the volcanically active region that is situated in a famous national US park and has a territory of 55 kilometers by 72 kilometers?,1,Yosemite Valley,Yellowstone Caldera,Mount Shasta,Cold Bay Volcano
geography,Where is the southernmost point in all 50 states?,1,Texas,Hawaii,Florida,California
geography,"And where is the lowest point in the USA, North America, and western hemisphere? I need the state and national park name.",1,"Maine, Acadia NP","California, Death Valley NP","Arizona, Grand Canyon NP","Wyoming, Yellowstone NP"
geography,The state with the largest area in the lower 48 is?,1,California,Texas,Montana,Arizona
geography,"England, Norway, Belgium and Denmark all border this sea.",2,Baltic sea,Black sea,North sea,Aegean sea
geography,"Towards the beginning of the new millennium, three of these four countries had a population of approximately 32 million people. Which is the odd one?",2,Algeria,Kenya,Colombia,Morocco
geography,"USA is considered to be one of the most popular destinations, where thousands of immigrants come to seek asylum. Just one of these four states is similar in to USA in this respect.",0,France,Finland,Japan,Portugal
geography,"Ireland, Germany and Austria are famous for the high consumption of this alcohol.",1,Brandy,Beer,Wine,Vodka
geography,All of these countries and commonwealth territories have a high divorce rate except one.,2,Puerto Rico,Russia,Sri Lanka,Qatar
geography,"In Greek mythology, this island is the legendary birthplace of the goddess of beauty, love, and passion, the charming Aphrodite, where according to the legend, she emerged from the sea foam.",1,Crete,Cyprus,Limnos,Rhodes
geography,"Despite being the largest in the world, this island is sparsely populated, due to its unfavourable climate.",0,Greenland,New Guinea,Victoria Island,Madagascar
geography,"This is the largest island in the Mediterranean Sea, famous for one of the worlds most active volcanoes - Etna.",0,Sicily,Crete,Sardinia,Corse
geography,"Which of the following is a traditional Vietnamese clothing, worn primarily by women?",1,Qipao,Áo dài,Nhu,Raglan
geography,The gowni is a typical national costume in which African country?,0,Tanzania,Malawi,Uganda,Indonesia
geography,These knee-breeches made of leather are a traditional Bavarian garment.,1,Kilt,Lederhosen,Kisen,Wrestlers
geography,"Hijab, which is also a term meaning barrier, is worn as a traditional clothing in which countries?",2,African,European,Arabic,Latin
geography,Which of these national costumes is closely related to Sikhism - a religion that comes from 16th-century northern India?,2,Khalsa,Sari,Turban,Sayyid
geography,Barong is the embroidered formal garment of which country in South-East Asia?,2,Russia,Indonesia,The Philippines,Japan
geography,Which of these national costumes does not belong to a European nation?,0,Hanfu,Tracht,Kilt,Kroje
geography,Which one of the following national costumes is not Chinese?,0,Kente cloth,Qipao,Cheongsam,Mao suit
geography,Which of these pieces of clothing is worn on the head?,0,Fez,Mitumba,Koto,Kiondo
geography,"Three of the enlisted national garments are African, while the fourth one is Norwegian. Which one?",1,Sanafil,Bunad,Dashiki,Boubou
geography,"According to the legend, which of these is a part of the Three Fortunate Concealments that protect Britain from any danger coming from the sea?",0,The head of Bran the Blessed,Stone of Destiny,The Dragons,The bones of Gwerthefyr the Blessed
geography,While driving or walking down Kings Cross Road and Farringdon Road in London few people are aware that unseen beneath them runs which river?,3,River Thames,River Avon (Shakespeares Avon),River Rhodda,River Fleet
geography,Who made the statue of King Richard I outside the Houses of Parliament in Old Palace Yard in London?,1,John Doubleday,Baron Carlo Marochetti,Sir George Frampton,Joseph Edgar Boehm
geography,"The Great Pavement, a hidden, unknown to most tourists and seldom-displayed treasure, is located in which building in London?",3,Buckingham Palace,Tate Gallery,St Jamess Palace,Westminster Abbey
geography,The famous department store Harrods that occupies an entire block is located on which road in London?,2,Abbey Road,Threadneedle Street,Brompton Road,Fleet Street
geography,"The Old Royal Observatory, which is a part of the National Maritime Museum in London, was built in what year?",0,1675,1765,1567,1657
geography,"This famous writer, whose house was at 17 Gough Square in London, said: When a man is tired of London, he is tired of life, for there is in London all life can afford.",1,Charles Dickens,Dr Samuel Johnson,Thomas Chestre,Tomas John Dibdin
geography,"The Badwater basin, the lowest point in North America, is located in which US valley?",1,Sun Valley,Death Valley,Big Smoky Valley,Hudson Valley
geography,"The Big Smoky Valley, that runs between the Toiyabe Range and the Toquima Range, is located in which US state?",3,Minnesota,Indiana,Oregon,Nevada
geography,The Grand Valley is an extended populated agricultural valley located along which US river?,2,Alabama River,Mississippi River,Colorado River,Missouri River
geography,This densely populated valley in the state of Utah is enclosed by steep mountains in every direction except the northwest.,3,St. Lawrence Valley,Livermore Valley,Las Vegas Valley,Salt Lake Valley
geography,The Shenandoah Valley in western Virginia derives its name from a Native American expression meaning what?,3,Beautiful Daughter of the Fields,Beautiful Mother of the Fruits,Beautiful Mother of the Land,Beautiful Daughter of the Stars
geography,"The Menomonee Valley along the Menomonee River in Milwaukee, Wisconsin has what peculiar shape?",2,S-shape,Y-shape,U-shape,V-shape
geography,"Owens Valley, the arid ranching valley of the Owens River, stretches for approximately 75 miles (120 km) on the territory of which US state?",0,California,Arkansas,Alabama,Arizona
geography,"According to the 2000 Census, what is the approximate population of The Bronx, New York?",1,"530,000",1.3 million,"930,000","130,000"
geography,"Who was the first European to see The Bronx, NY?",2,Henry Hutchinson,Jonas Bronck,Henry Hudson,Jonas Valerian
geography,"Which one of these statements is true about The Bronx, NY?",2,The only borough with a zoo,The only borough  that has no colleges,The only borough that is not an island,The highest  borough above sea level .
